Inning,Outs,Innings Completed,Away Score,Home Score,Lead,Runs Allowed,1b,2b,3b,Total Runners,Lineup Spot,Batters Faced,BPI,RPI
6,0,5,3,1,-2,3,0,0,0,0,3,21,4.2,0.6
6,0,5,3,3,0,3,0,0,0,0,3,21,4.2,0.6
5,0,4,0,2,-2,2,0,0,0,0,3,21,5.25,0.5
5,1,4.1,1,2,-1,2,0,1,0,1,4,21,5.12195122,0.487804878
5,1,4.1,2,2,0,2,1,0,0,1,3,21,5.12195122,0.487804878
5,0,4,2,2,0,2,0,1,0,1,3,21,5.25,0.5
5,2,4.2,2,3,1,2,1,0,1,2,3,21,5,0.476190476
5,2,4.2,2,2,0,2,1,1,0,2,3,21,5,0.476190476
5,1,4.1,2,3,1,2,1,1,0,2,3,21,5.12195122,0.487804878
6,0,5,0,4,-4,4,0,0,0,0,3,21,4.2,0.8
6,0,5,1,4,-3,4,0,0,0,0,3,21,4.2,0.8
5,1,4.1,2,2,0,2,1,1,1,3,3,21,5.12195122,0.487804878
5,0,4,2,2,0,2,1,1,1,3,3,21,5.25,0.5
5,2,4.2,3,3,0,3,0,1,0,1,3,21,5,0.714285714
5,2,4.2,0,3,-3,3,1,0,0,1,3,21,5,0.714285714
5,0,4,0,3,-3,3,0,0,0,0,3,21,5.25,0.75
5,0,4,3,2,-1,3,0,0,0,0,3,21,5.25,0.75
5,2,4.2,3,2,-1,3,1,0,1,2,4,21,5,0.714285714
5,1,4.1,3,6,3,3,0,1,0,1,3,21,5.12195122,0.731707317
5,1,4.1,0,3,-3,3,1,1,0,2,4,21,5.12195122,0.731707317
5,0,4,3,3,0,3,0,1,0,1,3,21,5.25,0.75
5,0,4,3,3,0,3,0,1,0,1,3,21,5.25,0.75
5,0,4,1,3,-2,3,1,1,0,2,3,21,5.25,0.75
5,0,4,7,3,4,3,0,1,1,2,3,21,5.25,0.75
4,1,3.1,2,5,3,2,0,1,0,1,3,21,6.774193548,0.64516129
5,2,4.2,3,4,-1,4,0,0,0,0,3,21,5,0.952380952
5,1,4.1,0,4,-4,4,0,0,0,0,3,21,5.12195122,0.975609756
4,2,3.2,3,2,1,2,1,1,1,3,3,21,6.5625,0.625
5,0,4,2,4,-2,4,0,0,0,0,3,21,5.25,1
5,0,4,4,0,-4,4,0,0,0,0,3,21,5.25,1
5,0,4,2,4,-2,4,0,0,0,0,3,21,5.25,1
5,0,4,1,4,-3,4,0,0,0,0,3,21,5.25,1
5,1,4.1,4,0,-4,4,0,0,1,1,3,21,5.12195122,0.975609756
5,1,4.1,3,4,-1,4,0,1,0,1,3,21,5.12195122,0.975609756
4,1,3.1,2,2,0,2,1,1,1,3,3,21,6.774193548,0.64516129
5,1,4.1,1,4,-3,4,1,1,0,2,4,21,5.12195122,0.975609756
5,1,4.1,4,3,-1,4,1,1,0,2,3,21,5.12195122,0.975609756
5,0,4,2,4,-2,4,1,0,1,2,3,21,5.25,1
5,1,4.1,5,1,-4,5,0,0,0,0,3,21,5.12195122,1.219512195
4,2,3.2,1,3,-2,3,0,0,1,1,3,21,6.5625,0.9375
5,0,4,3,5,-2,5,0,0,0,0,3,21,5.25,1.25
5,0,4,5,3,-2,5,0,0,0,0,3,21,5.25,1.25
5,0,4,5,4,-1,5,0,0,0,0,3,21,5.25,1.25
5,0,4,0,5,-5,5,0,0,0,0,3,21,5.25,1.25
5,0,4,3,5,-2,5,0,0,0,0,3,21,5.25,1.25
5,0,4,5,1,-4,5,0,0,0,0,3,21,5.25,1.25
5,0,4,4,5,-1,5,0,0,0,0,3,21,5.25,1.25
5,0,4,0,5,-5,5,0,0,0,0,3,21,5.25,1.25
5,1,4.1,5,4,-1,5,1,0,0,1,3,21,5.12195122,1.219512195
5,1,4.1,5,4,-1,5,0,1,0,1,3,21,5.12195122,1.219512195
5,0,4,5,5,0,5,0,1,1,2,3,21,5.25,1.25
5,0,4,6,0,-6,6,0,0,0,0,3,21,5.25,1.5
5,0,4,3,6,-3,6,0,0,0,0,3,21,5.25,1.5
5,0,4,1,6,-5,6,0,0,0,0,3,21,5.25,1.5
5,0,4,6,2,-4,6,0,0,0,0,3,21,5.25,1.5
5,0,4,0,6,-6,6,0,0,0,0,3,21,5.25,1.5
4,2,3.2,4,4,0,4,0,1,0,1,3,21,6.5625,1.25
4,2,3.2,4,7,3,4,1,1,0,2,3,21,6.5625,1.25
4,2,3.2,3,4,-1,4,1,1,0,2,3,21,6.5625,1.25
5,0,4,7,3,-4,7,0,0,0,0,3,21,5.25,1.75
4,1,3.1,4,2,-2,4,1,0,1,2,3,21,6.774193548,1.290322581
4,1,3.1,4,0,-4,4,1,0,1,2,3,21,6.774193548,1.290322581
4,1,3.1,4,1,-3,4,1,1,1,3,3,21,6.774193548,1.290322581
4,2,3.2,5,1,-4,5,0,0,0,0,3,21,6.5625,1.5625
4,2,3.2,5,0,-5,5,1,1,1,3,3,21,6.5625,1.5625
4,2,3.2,2,5,-3,5,1,1,1,3,3,21,6.5625,1.5625
4,1,3.1,5,0,-5,5,0,1,0,1,3,21,6.774193548,1.612903226
4,1,3.1,5,1,-4,5,1,1,0,2,4,21,6.774193548,1.612903226
4,2,3.2,2,6,-4,6,0,0,0,0,3,21,6.5625,1.875
4,0,3,5,1,-4,5,1,1,0,2,3,21,7,1.666666667
4,0,3,2,5,-3,5,1,0,1,2,3,21,7,1.666666667
4,2,3.2,4,6,-2,6,1,0,0,1,3,21,6.5625,1.875
4,2,3.2,6,3,-3,6,0,1,0,1,3,21,6.5625,1.875
4,2,3.2,0,6,-6,6,1,1,0,2,3,21,6.5625,1.875
4,0,3,6,2,-4,6,0,0,0,0,3,21,7,2
4,1,3.1,5,6,-1,6,1,1,1,3,3,21,6.774193548,1.935483871
4,0,3,0,6,-6,6,1,1,0,2,3,21,7,2
4,0,3,6,1,-5,6,1,1,0,2,3,21,7,2
4,0,3,6,0,-6,6,1,1,1,3,3,21,7,2
4,1,3.1,6,7,-1,7,0,0,0,0,3,21,6.774193548,2.258064516
4,1,3.1,1,7,-6,7,0,1,1,2,4,21,6.774193548,2.258064516
4,0,3,7,1,-6,7,0,0,0,0,3,21,7,2.333333333
4,0,3,1,7,-6,7,1,1,0,2,3,21,7,2.333333333
3,2,2.2,4,0,-4,4,1,1,1,3,3,21,9.545454545,1.818181818
4,0,3,0,8,-8,8,0,0,0,0,3,21,7,2.666666667
4,0,3,2,8,-6,8,0,0,0,0,3,21,7,2.666666667
4,0,3,8,2,-6,8,0,0,0,0,3,21,7,2.666666667
4,1,3.1,2,9,-7,9,0,1,0,1,3,21,6.774193548,2.903225806
3,2,2.2,1,6,-5,6,0,1,1,2,3,21,9.545454545,2.727272727
3,2,2.2,1,7,-6,7,0,1,0,1,3,21,9.545454545,3.181818182
3,1,2.1,2,9,-7,9,1,1,0,2,3,21,10,4.285714286
6,0,5,0,1,1,0,0,0,0,0,2,20,4,0
6,0,5,2,0,2,0,0,0,0,0,2,20,4,0
6,0,5,1,0,1,0,0,0,0,0,2,20,4,0
5,2,4.2,2,0,2,0,1,0,0,1,3,20,4.761904762,0
5,1,4.1,0,0,0,0,0,1,0,1,2,20,4.87804878,0
6,0,5,0,3,3,0,1,0,0,1,2,20,4,0
6,0,5,1,2,1,1,0,0,0,0,2,20,4,0.2
6,0,5,4,1,3,1,0,0,0,0,2,20,4,0.2
6,0,5,1,3,2,1,0,0,0,0,2,20,4,0.2
6,0,5,1,1,0,1,0,0,0,0,2,20,4,0.2
6,0,5,3,1,2,1,0,0,0,0,2,20,4,0.2
6,0,5,0,2,2,0,1,0,1,2,2,20,4,0
6,1,5.1,0,4,4,0,1,1,0,2,2,20,3.921568627,0
6,0,5,2,0,2,0,1,0,1,2,2,20,4,0
5,2,4.2,1,0,1,0,1,1,0,2,2,20,4.761904762,0
5,0,4,1,1,0,1,0,0,0,0,2,20,5,0.25
6,0,5,1,1,0,1,1,0,0,1,2,20,4,0.2
6,0,5,2,0,-2,2,0,0,0,0,2,20,4,0.4
6,0,5,2,3,1,2,0,0,0,0,2,20,4,0.4
6,0,5,0,2,-2,2,0,0,0,0,2,20,4,0.4
6,0,5,2,1,-1,2,0,0,0,0,2,20,4,0.4
6,0,5,2,3,1,2,0,0,0,0,2,20,4,0.4
5,0,4,1,0,-1,1,1,0,0,1,2,20,5,0.25
5,2,4.2,3,1,2,1,1,1,1,3,3,20,4.761904762,0.238095238
6,0,5,3,1,-2,3,0,0,0,0,2,20,4,0.6
6,0,5,3,1,-2,3,0,0,0,0,2,20,4,0.6
5,0,4,0,2,-2,2,0,0,0,0,2,20,5,0.5
5,0,4,2,3,1,2,0,0,0,0,2,20,5,0.5
5,0,4,3,2,1,2,0,0,0,0,2,20,5,0.5
5,1,4.1,2,2,0,2,1,0,0,1,3,20,4.87804878,0.487804878
5,1,4.1,3,2,1,2,0,0,1,1,2,20,4.87804878,0.487804878
5,1,4.1,2,3,1,2,1,1,0,2,2,20,4.87804878,0.487804878
5,1,4.1,0,3,-3,3,0,0,0,0,2,20,4.87804878,0.731707317
5,0,4,3,0,-3,3,0,0,0,0,2,20,5,0.75
5,0,4,1,3,-2,3,0,0,0,0,2,20,5,0.75
5,0,4,0,3,-3,3,0,0,0,0,2,20,5,0.75
5,0,4,3,1,-2,3,0,0,0,0,2,20,5,0.75
5,0,4,5,3,2,3,0,0,0,0,2,20,5,0.75
5,0,4,4,3,1,3,0,0,0,0,2,20,5,0.75
5,2,4.2,3,2,-1,3,0,1,0,1,2,20,4.761904762,0.714285714
5,2,4.2,2,3,-1,3,1,0,0,1,2,20,4.761904762,0.714285714
5,1,4.1,3,1,-2,3,1,0,0,1,2,20,4.87804878,0.731707317
5,1,4.1,4,3,1,3,1,1,0,2,3,20,4.87804878,0.731707317
5,0,4,4,3,1,3,1,0,0,1,2,20,5,0.75
5,0,4,3,2,-1,3,1,1,0,2,2,20,5,0.75
5,0,4,3,5,2,3,1,1,0,2,2,20,5,0.75
5,0,4,1,4,-3,4,0,0,0,0,2,20,5,1
5,0,4,4,2,-2,4,0,0,0,0,2,20,5,1
5,0,4,0,4,-4,4,0,0,0,0,2,20,5,1
4,2,3.2,0,2,-2,2,1,1,1,3,2,20,6.25,0.625
5,0,4,3,4,-1,4,1,1,0,2,3,20,5,1
5,0,4,5,1,-4,5,0,0,0,0,2,20,5,1.25
5,0,4,5,0,-5,5,0,0,0,0,2,20,5,1.25
5,0,4,5,5,0,5,0,0,0,0,2,20,5,1.25
5,0,4,3,5,-2,5,0,0,0,0,2,20,5,1.25
5,0,4,5,4,-1,5,0,0,0,0,2,20,5,1.25
4,2,3.2,7,3,4,3,0,0,1,1,2,20,6.25,0.9375
5,1,4.1,5,3,-2,5,1,0,0,1,2,20,4.87804878,1.219512195
5,0,4,5,4,-1,5,0,0,1,1,3,20,5,1.25
5,0,4,4,5,-1,5,1,0,0,1,2,20,5,1.25
5,0,4,6,2,-4,6,0,0,0,0,2,20,5,1.5
5,0,4,6,1,-5,6,0,0,0,0,2,20,5,1.5
4,0,3,3,2,-1,3,1,1,0,2,2,20,6.666666667,1
4,0,3,3,2,-1,3,1,1,1,3,2,20,6.666666667,1
4,2,3.2,4,3,-1,4,1,0,0,1,2,20,6.25,1.25
4,2,3.2,2,4,-2,4,0,1,0,1,2,20,6.25,1.25
4,2,3.2,2,4,-2,4,1,0,1,2,3,20,6.25,1.25
4,1,3.1,2,4,-2,4,1,0,0,1,3,20,6.451612903,1.290322581
5,0,4,7,0,-7,7,0,0,0,0,2,20,5,1.75
4,2,3.2,4,0,-4,4,1,0,1,2,2,20,6.25,1.25
4,2,3.2,3,4,-1,4,1,1,0,2,2,20,6.25,1.25
4,1,3.1,0,4,-4,4,0,1,1,2,2,20,6.451612903,1.290322581
4,0,3,0,4,-4,4,0,1,1,2,2,20,6.666666667,1.333333333
4,2,3.2,0,5,-5,5,1,0,0,1,2,20,6.25,1.5625
4,1,3.1,2,5,-3,5,0,0,0,0,2,20,6.451612903,1.612903226
4,2,3.2,0,5,-5,5,1,1,0,2,2,20,6.25,1.5625
4,2,3.2,5,1,-4,5,1,1,0,2,2,20,6.25,1.5625
4,1,3.1,1,5,-4,5,1,0,0,1,2,20,6.451612903,1.612903226
4,1,3.1,3,5,-2,5,0,0,1,1,2,20,6.451612903,1.612903226
4,0,3,2,5,-3,5,0,0,0,0,2,20,6.666666667,1.666666667
4,2,3.2,6,2,-4,6,0,0,0,0,2,20,6.25,1.875
4,1,3.1,4,5,-1,5,1,1,1,3,2,20,6.451612903,1.612903226
4,0,3,4,5,-1,5,1,1,0,2,2,20,6.666666667,1.666666667
4,0,3,5,1,-4,5,1,1,0,2,2,20,6.666666667,1.666666667
4,2,3.2,4,6,-2,6,0,0,1,1,2,20,6.25,1.875
4,1,3.1,6,5,-1,6,1,0,0,1,2,20,6.451612903,1.935483871
4,0,3,6,0,-6,6,0,0,0,0,2,20,6.666666667,2
4,1,3.1,4,6,-2,6,1,1,0,2,2,20,6.451612903,1.935483871
4,1,3.1,6,2,-4,6,1,1,0,2,2,20,6.451612903,1.935483871
4,1,3.1,5,6,-1,6,1,1,0,2,2,20,6.451612903,1.935483871
4,2,3.2,7,0,-7,7,1,0,0,1,2,20,6.25,2.1875
4,1,3.1,7,5,-2,7,1,0,0,1,2,20,6.451612903,2.258064516
4,0,3,4,7,-3,7,0,0,0,0,2,20,6.666666667,2.333333333
4,0,3,4,7,-3,7,0,0,0,0,2,20,6.666666667,2.333333333
4,0,3,1,8,-7,8,0,0,0,0,2,20,6.666666667,2.666666667
4,0,3,8,0,-8,8,1,0,0,1,2,20,6.666666667,2.666666667
3,2,2.2,6,0,-6,6,0,0,1,1,2,20,9.090909091,2.727272727
3,2,2.2,0,6,-6,6,1,1,1,3,2,20,9.090909091,2.727272727
3,2,2.2,1,8,-7,8,1,0,0,1,2,20,9.090909091,3.636363636
3,2,2.2,9,2,-7,9,0,0,0,0,2,20,9.090909091,4.090909091
6,0,5,0,1,1,0,0,0,0,0,1,19,3.8,0
6,0,5,0,0,0,0,0,0,0,0,1,19,3.8,0
6,0,5,0,3,3,0,0,0,0,0,1,19,3.8,0
5,0,4,0,5,5,0,0,0,0,0,1,19,4.75,0
6,0,5,0,2,2,0,0,0,0,0,1,19,3.8,0
6,0,5,0,1,1,0,0,0,0,0,1,19,3.8,0
6,0,5,0,3,3,0,0,0,0,0,1,19,3.8,0
6,0,5,0,1,1,0,0,0,0,0,1,19,3.8,0
6,0,5,0,0,0,0,0,0,0,0,1,19,3.8,0
6,0,5,0,1,1,0,0,0,0,0,1,19,3.8,0
6,1,5.1,1,0,-1,1,0,0,0,0,1,19,3.725490196,0.196078431
6,0,5,4,1,3,1,0,0,0,0,1,19,3.8,0.2
6,0,5,1,0,-1,1,0,0,0,0,1,19,3.8,0.2
6,0,5,1,1,0,1,0,0,0,0,1,19,3.8,0.2
6,0,5,2,1,1,1,0,0,0,0,1,19,3.8,0.2
6,0,5,1,3,2,1,0,0,0,0,1,19,3.8,0.2
6,0,5,3,1,2,1,0,0,0,0,1,19,3.8,0.2
6,0,5,1,9,8,1,0,0,0,0,1,19,3.8,0.2
6,0,5,3,1,2,1,0,0,0,0,1,19,3.8,0.2
5,0,4,2,1,1,1,0,0,0,0,1,19,4.75,0.25
5,0,4,3,1,2,1,0,0,0,0,1,19,4.75,0.25
6,0,5,0,2,-2,2,0,0,0,0,1,19,3.8,0.4
6,0,5,2,2,0,2,0,0,0,0,1,19,3.8,0.4
6,0,5,2,1,-1,2,0,0,0,0,1,19,3.8,0.4
6,0,5,2,3,1,2,0,0,0,0,1,19,3.8,0.4
6,0,5,0,2,-2,2,0,0,0,0,1,19,3.8,0.4
6,0,5,1,2,1,1,1,0,0,1,1,19,3.8,0.2
5,1,4.1,1,0,1,0,1,1,0,2,1,19,4.634146341,0
5,2,4.2,5,0,5,0,1,0,1,2,1,19,4.523809524,0
5,1,4.1,0,1,1,0,1,1,0,2,1,19,4.634146341,0
5,0,4,3,2,1,2,0,0,0,0,1,19,4.75,0.5
5,0,4,3,2,1,2,0,0,0,0,1,19,4.75,0.5
5,0,4,2,4,2,2,0,0,0,0,1,19,4.75,0.5
5,0,4,0,2,-2,2,0,0,0,0,1,19,4.75,0.5
5,0,4,3,2,1,2,0,0,0,0,1,19,4.75,0.5
5,0,4,2,4,2,2,0,0,0,0,1,19,4.75,0.5
5,1,4.1,1,1,0,1,1,1,0,2,1,19,4.634146341,0.243902439
5,1,4.1,1,0,-1,1,1,1,0,2,1,19,4.634146341,0.243902439
5,2,4.2,2,2,0,2,1,0,1,2,2,19,4.523809524,0.476190476
5,2,4.2,2,0,-2,2,1,0,0,1,1,19,4.523809524,0.476190476
5,1,4.1,2,1,-1,2,0,0,1,1,1,19,4.634146341,0.487804878
5,0,4,3,2,-1,3,0,0,0,0,1,19,4.75,0.75
5,0,4,5,3,2,3,0,0,0,0,1,19,4.75,0.75
5,0,4,3,3,0,3,0,0,0,0,1,19,4.75,0.75
5,0,4,3,0,-3,3,0,0,0,0,1,19,4.75,0.75
5,0,4,3,3,0,3,0,0,0,0,1,19,4.75,0.75
5,0,4,3,2,-1,3,0,0,0,0,1,19,4.75,0.75
5,0,4,3,3,0,3,0,0,0,0,1,19,4.75,0.75
5,0,4,3,2,-1,3,0,0,0,0,1,19,4.75,0.75
5,0,4,3,1,-2,3,0,0,0,0,1,19,4.75,0.75
5,0,4,3,3,0,3,0,0,0,0,1,19,4.75,0.75
5,0,4,0,3,-3,3,0,0,0,0,1,19,4.75,0.75
4,2,3.2,1,2,-1,2,0,0,0,0,1,19,5.9375,0.625
5,2,4.2,2,1,-1,2,1,0,1,2,1,19,4.523809524,0.476190476
5,1,4.1,2,3,1,2,1,0,1,2,1,19,4.634146341,0.487804878
5,0,4,1,2,-1,2,1,1,0,2,1,19,4.75,0.5
5,1,4.1,0,3,-3,3,1,1,0,2,2,19,4.634146341,0.731707317
5,0,4,4,6,2,4,0,0,0,0,1,19,4.75,1
5,0,4,4,6,2,4,0,0,0,0,1,19,4.75,1
5,0,4,0,4,-4,4,0,0,0,0,1,19,4.75,1
5,0,4,4,2,-2,4,0,0,0,0,1,19,4.75,1
5,0,4,2,4,-2,4,0,0,0,0,1,19,4.75,1
4,1,3.1,2,2,0,2,1,1,0,2,2,19,6.129032258,0.64516129
5,0,4,3,2,-1,3,1,1,0,2,1,19,4.75,0.75
4,2,3.2,2,2,0,2,0,1,1,2,1,19,5.9375,0.625
5,0,4,1,5,-4,5,0,0,0,0,1,19,4.75,1.25
5,0,4,3,5,-2,5,0,0,0,0,1,19,4.75,1.25
4,0,3,3,0,-3,3,0,0,0,0,1,19,6.333333333,1
4,0,3,2,3,-1,3,0,0,0,0,1,19,6.333333333,1
4,0,3,1,3,-2,3,0,0,0,0,1,19,6.333333333,1
4,2,3.2,0,2,-2,2,1,1,1,3,1,19,5.9375,0.625
5,0,4,4,4,0,4,1,1,0,2,1,19,4.75,1
5,0,4,3,6,-3,6,0,0,0,0,1,19,4.75,1.5
4,0,3,2,2,0,2,1,1,1,3,1,19,6.333333333,0.666666667
4,1,3.1,3,1,-2,3,1,1,0,2,1,19,6.129032258,0.967741935
4,1,3.1,1,3,-2,3,0,1,1,2,1,19,6.129032258,0.967741935
4,0,3,3,1,-2,3,1,1,0,2,1,19,6.333333333,1
4,2,3.2,0,4,-4,4,0,1,0,1,1,19,5.9375,1.25
4,0,3,4,2,-2,4,0,0,0,0,1,19,6.333333333,1.333333333
4,0,3,1,4,-3,4,0,0,0,0,1,19,6.333333333,1.333333333
4,1,3.1,3,1,-2,3,1,1,1,3,1,19,6.129032258,0.967741935
4,2,3.2,5,0,-5,5,0,0,0,0,1,19,5.9375,1.5625
4,2,3.2,3,4,-1,4,1,1,0,2,1,19,5.9375,1.25
4,2,3.2,3,4,-1,4,1,0,1,2,1,19,5.9375,1.25
4,1,3.1,2,4,-2,4,0,1,1,2,1,19,6.129032258,1.290322581
4,1,3.1,1,4,-3,4,1,1,0,2,1,19,6.129032258,1.290322581
4,2,3.2,5,0,-5,5,1,0,1,2,2,19,5.9375,1.5625
4,0,3,5,0,-5,5,0,0,0,0,1,19,6.333333333,1.666666667
4,0,3,5,0,-5,5,0,0,0,0,1,19,6.333333333,1.666666667
4,1,3.1,0,5,-5,5,0,0,1,1,1,19,6.129032258,1.612903226
4,0,3,5,0,-5,5,1,0,0,1,1,19,6.333333333,1.666666667
4,1,3.1,1,5,-4,5,1,1,0,2,1,19,6.129032258,1.612903226
4,1,3.1,5,5,0,5,0,1,1,2,1,19,6.129032258,1.612903226
4,0,3,1,5,-4,5,1,1,0,2,1,19,6.333333333,1.666666667
4,0,3,6,0,-6,6,0,0,0,0,1,19,6.333333333,2
4,0,3,2,6,-4,6,0,0,0,0,1,19,6.333333333,2
4,0,3,1,6,-5,6,0,0,0,0,1,19,6.333333333,2
4,0,3,1,6,-5,6,0,0,0,0,1,19,6.333333333,2
4,1,3.1,4,6,-2,6,0,1,0,1,1,19,6.129032258,1.935483871
4,0,3,6,0,-6,6,0,1,0,1,1,19,6.333333333,2
4,0,3,7,3,-4,7,0,0,0,0,1,19,6.333333333,2.333333333
4,0,3,1,7,-6,7,0,0,0,0,1,19,6.333333333,2.333333333
4,0,3,7,0,-7,7,0,0,0,0,1,19,6.333333333,2.333333333
4,1,3.1,0,7,-7,7,1,0,0,1,1,19,6.129032258,2.258064516
4,1,3.1,8,2,-6,8,0,0,0,0,1,19,6.129032258,2.580645161
4,0,3,0,8,-8,8,0,0,0,0,1,19,6.333333333,2.666666667
4,0,3,8,1,-7,8,0,0,0,0,1,19,6.333333333,2.666666667
3,2,2.2,4,1,-3,4,1,1,0,2,1,19,8.636363636,1.818181818
3,2,2.2,1,5,-4,5,1,0,0,1,1,19,8.636363636,2.272727273
3,2,2.2,7,3,-4,7,0,0,0,0,1,19,8.636363636,3.181818182
3,2,2.2,2,7,-5,7,1,0,0,1,1,19,8.636363636,3.181818182
3,2,2.2,4,7,-3,7,1,0,0,1,1,19,8.636363636,3.181818182
3,2,2.2,2,7,-5,7,0,0,1,1,1,19,8.636363636,3.181818182
3,2,2.2,0,8,-8,8,0,1,0,1,1,19,8.636363636,3.636363636
3,1,2.1,2,9,-7,9,0,0,0,0,1,19,9.047619048,4.285714286
6,0,5,0,1,1,0,0,0,0,0,9,18,3.6,0
6,0,5,0,5,5,0,0,0,0,0,9,18,3.6,0
6,0,5,0,3,3,0,0,0,0,0,9,18,3.6,0
5,1,4.1,0,1,1,0,1,1,0,2,9,18,4.390243902,0
6,0,5,1,5,4,1,0,0,0,0,9,18,3.6,0.2
5,0,4,5,2,3,2,0,0,0,0,9,18,4.5,0.5
5,0,4,0,2,-2,2,0,0,0,0,9,18,4.5,0.5
5,0,4,4,2,2,2,0,0,0,0,9,18,4.5,0.5
5,1,4.1,2,1,-1,2,1,0,0,1,1,18,4.390243902,0.487804878
5,0,4,3,1,-2,3,0,0,0,0,9,18,4.5,0.75
5,0,4,2,3,-1,3,0,0,0,0,9,18,4.5,0.75
5,0,4,3,0,-3,3,0,0,0,0,9,18,4.5,0.75
4,2,3.2,2,3,1,2,1,1,1,3,9,18,5.625,0.625
4,0,3,2,1,-1,2,1,0,0,1,9,18,6,0.666666667
5,0,4,4,4,0,4,0,0,0,0,9,18,4.5,1
5,0,4,3,4,-1,4,0,0,0,0,9,18,4.5,1
4,1,3.1,0,3,-3,3,0,0,0,0,9,18,5.806451613,0.967741935
4,1,3.1,2,3,-1,3,1,0,0,1,9,18,5.806451613,0.967741935
4,2,3.2,3,4,-1,4,0,1,0,1,9,18,5.625,1.25
4,2,3.2,0,3,-3,3,1,0,1,2,1,18,5.625,0.9375
4,2,3.2,3,0,-3,3,1,1,0,2,1,18,5.625,0.9375
4,2,3.2,3,5,2,3,1,0,1,2,1,18,5.625,0.9375
4,1,3.1,0,4,-4,4,0,0,0,0,9,18,5.806451613,1.290322581
4,0,3,1,4,-3,4,0,0,0,0,9,18,6,1.333333333
4,0,3,4,3,-1,4,0,0,0,0,9,18,6,1.333333333
4,2,3.2,1,4,-3,4,1,1,0,2,1,18,5.625,1.25
4,1,3.1,1,5,-4,5,1,0,1,2,9,18,5.806451613,1.612903226
4,1,3.1,2,5,-3,5,1,1,0,2,9,18,5.806451613,1.612903226
4,2,3.2,5,2,-3,5,1,0,0,1,1,18,5.625,1.5625
4,0,3,5,0,-5,5,0,0,0,0,9,18,6,1.666666667
4,0,3,5,4,-1,5,0,0,0,0,9,18,6,1.666666667
4,0,3,2,5,-3,5,0,0,0,0,9,18,6,1.666666667
4,0,3,1,5,-4,5,0,0,0,0,9,18,6,1.666666667
4,0,3,5,3,-2,5,0,0,0,0,9,18,6,1.666666667
4,0,3,6,5,1,5,0,0,0,0,9,18,6,1.666666667
4,0,3,5,1,-4,5,0,0,0,0,9,18,6,1.666666667
4,1,3.1,5,0,-5,5,1,0,0,1,1,18,5.806451613,1.612903226
4,0,3,6,2,-4,6,0,0,0,0,9,18,6,2
4,0,3,0,6,-6,6,0,0,0,0,9,18,6,2
4,0,3,2,6,-4,6,0,0,0,0,9,18,6,2
4,0,3,6,4,-2,6,0,0,0,0,9,18,6,2
4,0,3,6,2,-4,6,1,0,1,2,9,18,6,2
4,0,3,7,2,-5,7,0,0,0,0,9,18,6,2.333333333
4,0,3,8,1,-7,8,0,0,0,0,9,18,6,2.666666667
3,2,2.2,4,1,-3,4,1,1,0,2,1,18,8.181818182,1.818181818
3,2,2.2,0,5,-5,5,1,0,0,1,9,18,8.181818182,2.272727273
3,2,2.2,5,0,-5,5,1,0,1,2,9,18,8.181818182,2.272727273
3,2,2.2,1,5,-4,5,1,1,0,2,9,18,8.181818182,2.272727273
3,1,2.1,1,5,-4,5,0,0,0,0,9,18,8.571428571,2.380952381
3,2,2.2,6,1,-5,6,1,1,0,2,9,18,8.181818182,2.727272727
3,0,2,5,0,-5,5,1,1,0,2,9,18,9,2.5
3,1,2.1,6,0,-6,6,0,0,1,1,9,18,8.571428571,2.857142857
3,1,2.1,0,6,-6,6,0,1,1,2,9,18,8.571428571,2.857142857
3,2,2.2,5,7,-2,7,0,0,0,0,9,18,8.181818182,3.181818182
3,2,2.2,7,1,-6,7,1,0,0,1,9,18,8.181818182,3.181818182
3,2,2.2,0,8,-8,8,0,0,0,0,9,18,8.181818182,3.636363636
3,2,2.2,3,8,-5,8,1,0,0,1,9,18,8.181818182,3.636363636
3,1,2.1,1,8,-7,8,0,0,0,0,9,18,8.571428571,3.80952381
3,1,2.1,0,9,-9,9,0,0,0,0,9,18,8.571428571,4.285714286
3,0,2,10,0,-10,10,0,0,0,0,9,18,9,5
2,2,1.2,9,1,-8,9,1,1,0,2,9,18,15,7.5
5,0,4,0,3,3,0,0,0,0,0,8,17,4.25,0
5,2,4.2,0,2,2,0,0,0,0,0,8,17,4.047619048,0
4,0,3,1,2,1,1,1,0,1,2,8,17,5.666666667,0.333333333
5,0,4,5,3,2,3,0,0,0,0,8,17,4.25,0.75
4,2,3.2,2,0,-2,2,1,0,0,1,9,17,5.3125,0.625
4,1,3.1,2,1,-1,2,1,0,0,1,8,17,5.483870968,0.64516129
4,0,3,2,2,0,2,0,0,0,0,8,17,5.666666667,0.666666667
4,0,3,2,2,0,2,0,0,0,0,8,17,5.666666667,0.666666667
4,1,3.1,5,3,2,3,0,0,0,0,8,17,5.483870968,0.967741935
4,1,3.1,3,0,-3,3,1,0,0,1,8,17,5.483870968,0.967741935
4,1,3.1,0,3,-3,3,1,0,0,1,8,17,5.483870968,0.967741935
4,0,3,3,1,-2,3,0,0,0,0,8,17,5.666666667,1
4,0,3,3,0,-3,3,0,0,0,0,8,17,5.666666667,1
4,1,3.1,3,1,-2,3,1,1,1,3,8,17,5.483870968,0.967741935
